customer_id,customer_name,segment,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,RFM_Segment
CP-12085,Cathy Prescott,Corporate,70,23,14183.88,2,3,4,9,At Risk
CP-12340,Christine Phan,Corporate,9,30,20109.47,4,4,4,12,Champions
CP-2085,Cathy Prescott,Corporate,143,10,5585.7,1,2,2,5,Lost
CP-2340,Christine Phan,Corporate,464,4,5044.65,1,1,2,4,Lost
CR-12580,Clay Rozendal,Home Office,23,20,8700.31,3,3,3,9,Loyal Customers
CR-12625,Corey Roper,Home Office,44,28,17271.21,2,4,4,10,At Risk
CR-12730,Craig Reiter,Consumer,23,24,19487.96,3,3,4,10,Loyal Customers
CR-12820,Cyra Reiten,Home Office,61,24,14470.55,2,3,4,9,At Risk
CR-2580,Clay Rozendal,Home Office,35,5,3057.26,3,1,2,6,Potential Loyalists
CR-2625,Corey Roper,Home Office,140,9,5079.9,1,2,2,5,Lost
CR-2730,Craig Reiter,Consumer,6,11,1359.58,4,2,1,7,Potential Loyalists
CR-2820,Cyra Reiten,Home Office,56,8,1188.01,2,2,1,5,Hibernating
CS-11845,Cari Sayre,Corporate,16,26,20471.05,3,3,4,10,Loyal Customers
CS-11860,Cari Schnelling,Consumer,78,21,10555.92,2,3,3,8,At Risk
CS-11950,Carlos Soltero,Consumer,26,31,14222.97,3,4,4,11,Loyal Customers
CS-12130,Chad Sievert,Consumer,12,22,10981.23,4,3,3,10,Champions
CS-12175,Charles Sheldon,Corporate,61,29,16706.1,2,4,4,10,At Risk
CS-12250,Chris Selesnick,Corporate,27,30,12496.11,3,4,3,10,Loyal Customers
CS-12355,Christine Sundaresam,Consumer,7,31,9240.9,4,4,3,11,Champions
CS-12400,Christopher Schild,Home Office,2,23,10221.36,4,3,3,10,Champions
CS-12460,Chuck Sachs,Consumer,7,23,20084.22,4,3,4,11,Champions
CS-12490,Cindy Schnelling,Corporate,3,30,11110.5,4,4,3,11,Champions
CS-12505,Cindy Stewart,Consumer,28,16,11535.25,3,3,3,9,Loyal Customers
CS-1845,Cari Sayre,Corporate,25,8,1593.31,3,2,1,6,Potential Loyalists
CS-1860,Cari Schnelling,Consumer,51,9,1618.67,2,2,1,5,Hibernating
CS-1950,Carlos Soltero,Consumer,136,5,714.07,1,1,1,3,Lost
CS-2130,Chad Sievert,Consumer,306,4,1367.27,1,1,1,3,Lost
CS-2175,Charles Sheldon,Corporate,58,5,3340.1,2,1,2,5,Hibernating
CS-2250,Chris Selesnick,Corporate,3,4,1917.62,4,1,2,7,Potential Loyalists
CS-2355,Christine Sundaresam,Consumer,56,9,1307.16,2,2,1,5,Hibernating
CS-2400,Christopher Schild,Home Office,12,5,2293.17,4,1,2,7,Potential Loyalists
CS-2460,Chuck Sachs,Consumer,203,8,2671.23,1,2,2,5,Lost
CS-2490,Cindy Schnelling,Corporate,170,3,1664.13,1,1,1,3,Lost
CS-2505,Cindy Stewart,Consumer,51,7,1894.5,2,2,2,6,At Risk
CT-11995,Carol Triggs,Consumer,29,27,13715.8,3,4,4,11,Loyal Customers
CT-1995,Carol Triggs,Consumer,784,2,422.78,1,1,1,3,Lost
CV-12295,Christina VanderZanden,Consumer,40,20,9042.27,2,3,3,8,At Risk
CV-12805,Cynthia Voltz,Corporate,5,20,9764.13,4,3,3,10,Champions
CV-2295,Christina VanderZanden,Consumer,86,9,1283.24,2,2,1,5,Hibernating
CV-2805,Cynthia Voltz,Corporate,258,7,5088.85,1,2,2,5,Lost
CW-11905,Carl Weiss,Home Office,9,25,12917.63,4,3,3,10,Champions
CW-1905,Carl Weiss,Home Office,385,4,1436.31,1,1,1,3,Lost
CY-12745,Craig Yedwab,Corporate,61,31,13928.47,2,4,4,10,At Risk
CY-2745,Craig Yedwab,Corporate,493,4,293.03,1,1,1,3,Lost
Co-12640,Corey-Lock,Consumer,5,25,12279.23,4,3,3,10,Champions
Co-2640,Corey-Lock,Consumer,363,5,767.64,1,1,1,3,Lost
DA-13450,Dianna Arnett,Home Office,14,25,13035.37,4,3,3,10,Champions
DA-3450,Dianna Arnett,Home Office,15,4,2212.05,4,1,2,7,Potential Loyalists
DB-12910,Daniel Byrd,Home Office,3,27,12338.28,4,4,3,11,Champions
DB-12970,Darren Budd,Corporate,218,11,9166.21,1,2,3,6,Lost
DB-13060,Dave Brooks,Consumer,17,26,23476.91,3,3,4,10,Loyal Customers
DB-13120,David Bremer,Corporate,6,16,5602.59,4,3,2,9,Loyal Customers
DB-13210,Dean Braden,Consumer,8,27,13743.6,4,4,4,12,Champions
DB-13270,Deborah Brumfield,Home Office,10,25,11690.37,4,3,3,10,Champions
DB-13360,Dennis Bolton,Home Office,48,28,6919.81,2,4,3,9,At Risk
DB-13405,Denny Blanton,Consumer,29,26,16083.96,3,3,4,10,Loyal Customers
DB-13555,Dorothy Badders,Corporate,37,22,9415.22,2,3,3,8,At Risk
DB-13615,Doug Bickford,Consumer,28,28,10031.46,3,4,3,10,Loyal Customers
DB-13660,Duane Benoit,Consumer,13,20,11397.06,4,3,3,10,Champions
DB-2910,Daniel Byrd,Home Office,55,8,3051.18,2,2,2,6,At Risk
DB-2970,Darren Budd,Corporate,58,4,513.03,2,1,1,4,Hibernating
DB-3060,Dave Brooks,Consumer,9,8,2070.26,4,2,2,8,Potential Loyalists
DB-3120,David Bremer,Corporate,359,4,671.23,1,1,1,3,Lost
DB-3210,Dean Braden,Consumer,583,7,387.02,1,2,1,4,Lost
DB-3270,Deborah Brumfield,Home Office,49,2,886.23,2,1,1,4,Hibernating
DB-3360,Dennis Bolton,Home Office,435,2,3691.53,1,1,2,4,Lost
DB-3405,Denny Blanton,Consumer,558,2,548.68,1,1,1,3,Lost
DB-3555,Dorothy Badders,Corporate,6,3,971.11,4,1,1,6,Potential Loyalists
DB-3615,Doug Bickford,Consumer,108,4,2824.15,1,1,2,4,Lost
DB-3660,Duane Benoit,Consumer,238,3,2207.71,1,1,2,4,Lost
DC-12850,Dan Campbell,Consumer,38,29,9307.37,2,4,3,9,At Risk
DC-13285,Debra Catini,Consumer,19,23,16164.65,3,3,4,10,Loyal Customers
DC-2850,Dan Campbell,Consumer,35,9,4131.14,3,2,2,7,Potential Loyalists
DC-3285,Debra Catini,Consumer,393,4,800.0,1,1,1,3,Lost
DD-13570,Dorothy Dickinson,Consumer,42,24,8741.46,2,3,3,8,At Risk
DD-3570,Dorothy Dickinson,Consumer,64,8,2331.41,2,2,2,6,At Risk
DE-13255,Deanra Eno,Home Office,20,22,10085.79,3,3,3,9,Loyal Customers
DE-3255,Deanra Eno,Home Office,49,8,2714.49,2,2,2,6,At Risk
DF-13135,David Flashing,Consumer,10,18,10240.38,4,3,3,10,Champions
DF-3135,David Flashing,Consumer,44,4,1301.65,2,1,1,4,Hibernating
DG-13300,Deirdre Greer,Corporate,31,28,13731.43,3,4,4,11,Loyal Customers
DG-3300,Deirdre Greer,Corporate,15,6,2982.31,4,1,2,7,Potential Loyalists
DH-13075,Dave Hallsten,Corporate,76,25,14128.68,2,3,4,9,At Risk
DH-13675,Duane Huffman,Home Office,22,17,7817.31,3,3,3,9,Loyal Customers
DH-3075,Dave Hallsten,Corporate,160,10,2063.68,1,2,2,5,Lost
DH-3675,Duane Huffman,Home Office,21,12,4661.84,3,2,2,7,Potential Loyalists
DJ-13420,Denny Joy,Corporate,23,28,22142.43,3,4,4,11,Loyal Customers
DJ-13510,Don Jones,Corporate,7,31,15420.29,4,4,4,12,Champions
DJ-13630,Doug Jacobs,Consumer,13,27,12560.13,4,4,3,11,Champions
DJ-3420,Denny Joy,Corporate,2,4,419.64,4,1,1,6,Potential Loyalists
DJ-3510,Don Jones,Corporate,7,7,5976.69,4,2,2,8,Potential Loyalists
DJ-3630,Doug Jacobs,Consumer,35,6,1293.95,3,1,1,5,Potential Loyalists
DK-12835,Damala Kotsonis,Corporate,22,32,17590.55,3,4,4,11,Loyal Customers
DK-12895,Dana Kaydos,Consumer,46,22,18340.63,2,3,4,9,At Risk
DK-12985,Darren Koutras,Consumer,2,35,14823.97,4,4,4,12,Champions
DK-13090,Dave Kipp,Consumer,9,36,19178.64,4,4,4,12,Champions
DK-13150,David Kendrick,Corporate,11,22,15983.71,4,3,4,11,Champions
DK-13225,Dean Katz,Corporate,2,29,9246.47,4,4,3,11,Champions
DK-13375,Dennis Kane,Consumer,5,26,16258.53,4,3,4,11,Champions
DK-2835,Damala Kotsonis,Corporate,22,11,3373.14,3,2,2,7,Potential Loyalists
DK-2895,Dana Kaydos,Consumer,147,6,1292.13,1,1,1,3,Lost
DK-2985,Darren Koutras,Consumer,1207,1,81.43,1,1,1,3,Lost
DK-3090,Dave Kipp,Consumer,69,3,273.77,2,1,1,4,Hibernating
DK-3150,David Kendrick,Corporate,58,14,1577.87,2,2,1,5,Hibernating
DK-3225,Dean Katz,Corporate,66,8,1407.98,2,2,1,5,Hibernating
DK-3375,Dennis Kane,Consumer,118,10,3846.78,1,2,2,5,Lost
DL-12865,Dan Lawera,Consumer,58,34,11185.72,2,4,3,9,At Risk
DL-12925,Daniel Lacy,Consumer,58,21,11364.68,2,3,3,8,At Risk
DL-13315,Delfina Latchford,Consumer,19,27,18505.6,3,4,4,11,Loyal Customers
DL-13330,Denise Leinenbach,Consumer,13,34,16781.63,4,4,4,12,Champions
DL-13495,Dionis Lloyd,Corporate,23,27,15872.18,3,4,4,11,Loyal Customers
DL-2865,Dan Lawera,Consumer,203,7,1502.96,1,2,1,4,Lost
DL-2925,Daniel Lacy,Consumer,38,7,832.0,2,2,1,5,Hibernating
DL-3315,Delfina Latchford,Consumer,48,6,1746.87,2,1,2,5,Hibernating
DL-3330,Denise Leinenbach,Consumer,706,3,1159.35,1,1,1,3,Lost
DL-3495,Dionis Lloyd,Corporate,283,5,773.6,1,1,1,3,Lost
DM-12955,Dario Medina,Corporate,41,32,19862.58,2,4,4,10,At Risk
DM-13015,Darrin Martin,Consumer,6,30,15626.53,4,4,4,12,Champions
DM-13345,Denise Monton,Corporate,3,27,17054.89,4,4,4,12,Champions
DM-13525,Don Miller,Corporate,36,19,9640.38,3,3,3,9,Loyal Customers
DM-2955,Dario Medina,Corporate,13,9,2437.41,4,2,2,8,Potential Loyalists
DM-3015,Darrin Martin,Consumer,3,6,2105.79,4,1,2,7,Potential Loyalists
DM-3345,Denise Monton,Corporate,146,6,4998.42,1,1,2,4,Lost
DM-3525,Don Miller,Corporate,322,6,2191.27,1,1,2,4,Lost
DN-13690,Duane Noonan,Consumer,20,24,13098.34,3,3,3,9,Loyal Customers
DN-3690,Duane Noonan,Consumer,13,5,1815.95,4,1,2,7,Potential Loyalists
DO-13435,Denny Ordway,Consumer,65,32,15280.89,2,4,4,10,At Risk
DO-13645,Doug O'Connell,Consumer,27,25,12083.48,3,3,3,9,Loyal Customers
DO-3435,Denny Ordway,Consumer,37,10,3515.73,2,2,2,6,At Risk
DO-3645,Doug O'Connell,Consumer,42,5,1689.25,2,1,2,5,Hibernating
DP-13000,Darren Powers,Consumer,62,31,13882.76,2,4,4,10,At Risk
DP-13105,Dave Poirier,Corporate,7,25,18930.03,4,3,4,11,Champions
DP-13165,David Philippe,Consumer,8,25,22211.28,4,3,4,11,Champions
DP-13390,Dennis Pardue,Home Office,1,27,10282.79,4,4,3,11,Champions
DP-3000,Darren Powers,Consumer,15,10,2093.61,4,2,2,8,Potential Loyalists
DP-3105,Dave Poirier,Corporate,65,6,6970.72,2,1,3,6,Lost
DP-3165,David Philippe,Consumer,8,6,1517.95,4,1,1,6,Potential Loyalists
DP-3390,Dennis Pardue,Home Office,13,6,1376.13,4,1,1,6,Potential Loyalists
DR-12880,Dan Reichenbach,Corporate,4,32,14415.34,4,4,4,12,Champions
DR-12940,Daniel Raglin,Home Office,28,33,25641.46,3,4,4,11,Loyal Customers
DR-2880,Dan Reichenbach,Corporate,5,8,2291.46,4,2,2,8,Potential Loyalists
DR-2940,Daniel Raglin,Home Office,40,8,2288.4,2,2,2,6,At Risk
DS-13030,Darrin Sayre,Home Office,94,26,11644.3,2,3,3,8,At Risk
DS-13180,David Smith,Corporate,15,31,13447.41,4,4,4,12,Champions
DS-3030,Darrin Sayre,Home Office,49,6,1636.51,2,1,1,4,Hibernating
DS-3180,David Smith,Corporate,72,2,185.14,2,1,1,4,Hibernating
DV-13045,Darrin Van Huff,Corporate,20,24,18106.01,3,3,4,10,Loyal Customers
DV-13465,Dianna Vittorini,Consumer,30,20,12910.88,3,3,3,9,Loyal Customers
DV-3045,Darrin Van Huff,Corporate,34,13,4640.32,3,2,2,7,Potential Loyalists
DV-3465,Dianna Vittorini,Consumer,14,5,4037.82,4,1,2,7,Potential Loyalists
DW-13195,David Wiener,Corporate,7,26,9689.32,4,3,3,10,Champions
DW-13480,Dianna Wilson,Home Office,66,23,16336.86,2,3,4,9,At Risk
DW-13540,Don Weiss,Consumer,13,20,13166.42,4,3,4,11,Champions
DW-13585,Dorothy Wardle,Corporate,6,37,12143.04,4,4,3,11,Champions
DW-3195,David Wiener,Corporate,1064,4,1241.23,1,1,1,3,Lost
DW-3480,Dianna Wilson,Home Office,56,12,7118.11,2,2,3,7,At Risk
DW-3540,Don Weiss,Consumer,55,4,1216.59,2,1,1,4,Hibernating
DW-3585,Dorothy Wardle,Corporate,29,4,461.87,3,1,1,5,Potential Loyalists
Dl-13600,Dorris liebe,Corporate,6,20,11912.76,4,3,3,10,Champions
Dl-3600,Dorris liebe,Corporate,112,10,2809.06,1,2,2,5,Lost
Dp-13240,Dean percer,Home Office,19,28,22225.61,3,4,4,11,Loyal Customers
Dp-3240,Dean percer,Home Office,26,7,609.3,3,2,1,6,Potential Loyalists
EA-14035,Erin Ashbrook,Corporate,94,31,11387.07,2,4,3,9,At Risk
EA-4035,Erin Ashbrook,Corporate,166,3,131.81,1,1,1,3,Lost
EB-13705,Ed Braxton,Corporate,49,30,12382.28,2,4,3,9,At Risk
EB-13750,Edward Becker,Corporate,33,20,8489.99,3,3,3,9,Loyal Customers
EB-13840,Ellis Ballard,Corporate,3,25,20188.16,4,3,4,11,Champions
EB-13870,Emily Burns,Consumer,16,19,6850.98,3,3,3,9,Loyal Customers
EB-13930,Eric Barreto,Consumer,20,18,9533.95,3,3,3,9,Loyal Customers
EB-13975,Erica Bern,Corporate,1,32,13405.6,4,4,4,12,Champions
EB-14110,Eugene Barchas,Consumer,36,24,13665.47,3,3,4,10,Loyal Customers
EB-14170,Evan Bailliet,Consumer,20,23,6736.44,3,3,3,9,Loyal Customers
EB-3705,Ed Braxton,Corporate,399,3,3141.63,1,1,2,4,Lost
EB-3750,Edward Becker,Corporate,185,6,939.15,1,1,1,3,Lost
EB-3840,Ellis Ballard,Corporate,44,6,1797.74,2,1,2,5,Hibernating
EB-3870,Emily Burns,Consumer,498,5,184.87,1,1,1,3,Lost
EB-3930,Eric Barreto,Consumer,8,9,2433.52,4,2,2,8,Potential Loyalists
EB-3975,Erica Bern,Corporate,36,9,2713.62,3,2,2,7,Potential Loyalists
EB-4110,Eugene Barchas,Consumer,21,10,2417.76,3,2,2,7,Potential Loyalists
EB-4170,Evan Bailliet,Consumer,55,6,1267.62,2,1,1,4,Hibernating
EC-14050,Erin Creighton,Consumer,54,19,4430.24,2,3,2,7,At Risk
EC-4050,Erin Creighton,Consumer,163,7,2301.32,1,2,2,5,Lost
ED-13885,Emily Ducich,Home Office,16,31,18018.88,3,4,4,11,Loyal Customers
ED-3885,Emily Ducich,Home Office,57,8,525.47,2,2,1,5,Hibernating
EG-13900,Emily Grady,Consumer,23,21,16562.35,3,3,4,10,Loyal Customers
EG-3900,Emily Grady,Consumer,52,11,6549.95,2,2,3,7,At Risk
EH-13765,Edward Hooks,Corporate,3,29,20259.92,4,4,4,12,Champions
EH-13945,Eric Hoffmann,Consumer,58,27,7832.69,2,4,3,9,At Risk
EH-13990,Erica Hackney,Consumer,45,26,8807.08,2,3,3,8,At Risk
EH-14005,Erica Hernandez,Home Office,3,28,10374.94,4,4,3,11,Champions
EH-14125,Eugene Hildebrand,Home Office,103,31,17408.31,1,4,4,9,Cant Lose Them
EH-14185,Evan Henry,Consumer,68,29,12800.51,2,4,3,9,At Risk
EH-3765,Edward Hooks,Corporate,129,9,1010.38,1,2,1,4,Lost
EH-3945,Eric Hoffmann,Consumer,112,9,2518.74,1,2,2,5,Lost
EH-3990,Erica Hackney,Consumer,34,6,672.49,3,1,1,5,Potential Loyalists
EH-4005,Erica Hernandez,Home Office,197,7,2629.67,1,2,2,5,Lost
EH-4125,Eugene Hildebrand,Home Office,23,13,5012.22,3,2,2,7,Potential Loyalists
EH-4185,Evan Henry,Consumer,122,8,3577.77,1,2,2,5,Lost
EJ-13720,Ed Jacobs,Consumer,50,22,8969.44,2,3,3,8,At Risk
EJ-14155,Eva Jacobs,Consumer,28,23,12324.84,3,3,3,9,Loyal Customers
EJ-3720,Ed Jacobs,Consumer,157,8,1727.96,1,2,2,5,Lost
EJ-4155,Eva Jacobs,Consumer,23,5,2631.99,3,1,2,6,Potential Loyalists
EK-13795,Eileen Kiefer,Home Office,45,17,5597.35,2,3,2,7,At Risk
EK-3795,Eileen Kiefer,Home Office,213,6,1531.08,1,1,1,3,Lost
EL-13735,Ed Ludwig,Home Office,54,23,10515.86,2,3,3,8,At Risk
EL-3735,Ed Ludwig,Home Office,27,11,3691.39,3,2,2,7,Potential Loyalists
EM-13810,Eleni McCrary,Corporate,79,23,13549.73,2,3,4,9,At Risk
EM-13825,Elizabeth Moffitt,Corporate,56,26,14128.08,2,3,4,9,At Risk
EM-13960,Eric Murdock,Consumer,3,37,25228.53,4,4,4,12,Champions
EM-14065,Erin Mull,Consumer,17,17,12108.31,3,3,3,9,Loyal Customers
EM-14095,Eudokia Martin,Corporate,9,17,10889.7,4,3,3,10,Champions
EM-14140,Eugene Moren,Home Office,25,30,21507.29,3,4,4,11,Loyal Customers
EM-14200,Evan Minnotte,Home Office,42,23,17087.78,2,3,4,9,At Risk
EM-3810,Eleni McCrary,Corporate,59,6,1032.88,2,1,1,4,Hibernating
EM-3825,Elizabeth Moffitt,Corporate,483,6,378.26,1,1,1,3,Lost
EM-3960,Eric Murdock,Consumer,195,8,2855.87,1,2,2,5,Lost
EM-4065,Erin Mull,Consumer,53,9,3213.25,2,2,2,6,At Risk
EM-4095,Eudokia Martin,Corporate,132,9,2833.56,1,2,2,5,Lost
EM-4140,Eugene Moren,Home Office,94,6,1900.79,2,1,2,5,Hibernating
EM-4200,Evan Minnotte,Home Office,152,4,2585.9,1,1,2,4,Lost
EN-13780,Edward Nazzal,Consumer,15,20,6333.92,4,3,3,10,Champions
EN-3780,Edward Nazzal,Consumer,206,8,734.86,1,2,1,4,Lost
EP-13915,Emily Phan,Consumer,13,33,16283.36,4,4,4,12,Champions
EP-3915,Emily Phan,Consumer,76,3,487.95,2,1,1,4,Hibernating
ER-13855,Elpida Rittenbach,Corporate,70,19,13396.0,2,3,4,9,At Risk
ER-3855,Elpida Rittenbach,Corporate,54,7,3736.3,2,2,2,6,At Risk
ES-14020,Erica Smith,Consumer,1,32,12827.27,4,4,3,11,Champions
ES-14080,Erin Smith,Corporate,29,24,16236.01,3,3,4,10,Loyal Customers
ES-4020,Erica Smith,Consumer,29,7,1892.78,3,2,2,7,Potential Loyalists
ES-4080,Erin Smith,Corporate,146,9,1925.54,1,2,2,5,Lost
FA-14230,Frank Atkinson,Corporate,23,29,13535.06,3,4,4,11,Loyal Customers
FA-4230,Frank Atkinson,Corporate,185,6,814.57,1,1,1,3,Lost
FC-14245,Frank Carlisle,Home Office,43,23,10867.81,2,3,3,8,At Risk
FC-14335,Fred Chung,Corporate,108,23,8770.74,1,3,3,7,Cant Lose Them
FC-4245,Frank Carlisle,Home Office,492,6,1540.64,1,1,1,3,Lost
FC-4335,Fred Chung,Corporate,111,4,550.95,1,1,1,3,Lost
FG-14260,Frank Gastineau,Home Office,35,18,9396.51,3,3,3,9,Loyal Customers
FG-4260,Frank Gastineau,Home Office,111,9,308.21,1,2,1,4,Lost
FH-14275,Frank Hawley,Corporate,5,23,13569.57,4,3,4,11,Champions
FH-14350,Fred Harton,Consumer,2,20,10654.53,4,3,3,10,Champions
FH-14365,Fred Hopkins,Corporate,2,30,27649.33,4,4,4,12,Champions
FH-4275,Frank Hawley,Corporate,135,5,113.06,1,1,1,3,Lost
FH-4350,Fred Harton,Consumer,15,3,110.48,4,1,1,6,Potential Loyalists
FH-4365,Fred Hopkins,Corporate,167,9,2751.35,1,2,2,5,Lost
FM-14215,Filia McAdams,Corporate,8,31,14353.4,4,4,4,12,Champions
FM-14290,Frank Merwin,Home Office,37,30,14382.32,2,4,4,10,At Risk
FM-14380,Fred McMath,Consumer,146,21,6598.4,1,3,3,7,Cant Lose Them
FM-4215,Filia McAdams,Corporate,97,6,2935.61,2,1,2,5,Hibernating
FM-4290,Frank Merwin,Home Office,3,8,2002.71,4,2,2,8,Potential Loyalists
FM-4380,Fred McMath,Consumer,2,6,843.54,4,1,1,6,Potential Loyalists
FO-14305,Frank Olsen,Consumer,23,37,15614.22,3,4,4,11,Loyal Customers
FO-4305,Frank Olsen,Consumer,52,10,2158.45,2,2,2,6,At Risk
FP-14320,Frank Preis,Consumer,24,29,9939.05,3,4,3,10,Loyal Customers
FP-4320,Frank Preis,Consumer,28,5,816.58,3,1,1,5,Potential Loyalists
FW-14395,Fred Wasserman,Corporate,64,26,16972.75,2,3,4,9,At Risk
FW-4395,Fred Wasserman,Corporate,1,8,1220.81,4,2,1,7,Potential Loyalists
GA-14515,George Ashbrook,Consumer,23,24,12488.67,3,3,3,9,Loyal Customers
GA-14725,Guy Armstrong,Consumer,3,24,8817.55,4,3,3,10,Champions
GA-4515,George Ashbrook,Consumer,36,7,1318.39,3,2,1,6,Potential Loyalists
GA-4725,Guy Armstrong,Consumer,71,4,1460.8,2,1,1,4,Hibernating
GB-14530,George Bell,Corporate,34,25,11657.75,3,3,3,9,Loyal Customers
GB-14575,Giulietta Baptist,Consumer,14,24,10748.99,4,3,3,10,Champions
GB-4530,George Bell,Corporate,114,5,525.9,1,1,1,3,Lost
GB-4575,Giulietta Baptist,Consumer,210,6,1821.91,1,1,2,4,Lost
GD-14590,Giulietta Dortch,Corporate,6,29,18005.0,4,4,4,12,Champions
GD-4590,Giulietta Dortch,Corporate,353,4,700.69,1,1,1,3,Lost
GG-14650,Greg Guthrie,Corporate,34,28,12902.96,3,4,3,10,Loyal Customers
GG-4650,Greg Guthrie,Corporate,104,5,1000.42,1,1,1,3,Lost
GH-14410,Gary Hansen,Home Office,21,36,13659.6,3,4,4,11,Loyal Customers
GH-14425,Gary Hwang,Consumer,19,31,20039.76,3,4,4,11,Loyal Customers
GH-14485,Gene Hale,Corporate,52,21,14692.67,2,3,4,9,At Risk
GH-14665,Greg Hansen,Consumer,3,29,12921.45,4,4,3,11,Champions
GH-4410,Gary Hansen,Home Office,298,9,1610.22,1,2,1,4,Lost
GH-4425,Gary Hwang,Consumer,22,10,4585.83,3,2,2,7,Potential Loyalists
GH-4485,Gene Hale,Corporate,86,4,794.62,2,1,1,4,Hibernating
GH-4665,Greg Hansen,Consumer,2,9,1077.07,4,2,1,7,Potential Loyalists
GK-14620,Grace Kelly,Corporate,13,24,19215.77,4,3,4,11,Champions
GK-4620,Grace Kelly,Corporate,101,4,764.6,1,1,1,3,Lost
GM-14440,Gary McGarr,Consumer,20,26,15782.46,3,3,4,10,Loyal Customers
GM-14455,Gary Mitchum,Home Office,17,17,10523.65,3,3,3,9,Loyal Customers
GM-14500,Gene McClure,Consumer,107,23,6704.19,1,3,3,7,Cant Lose Them
GM-14680,Greg Matthias,Consumer,2,31,12010.61,4,4,3,11,Champions
GM-14695,Greg Maxwell,Corporate,48,19,14564.94,2,3,4,9,At Risk
GM-4440,Gary McGarr,Consumer,2,8,735.22,4,2,1,7,Potential Loyalists
GM-4455,Gary Mitchum,Home Office,209,4,488.43,1,1,1,3,Lost
GM-4500,Gene McClure,Consumer,105,5,4298.37,1,1,2,4,Lost
GM-4680,Greg Matthias,Consumer,73,6,1590.4,2,1,1,4,Hibernating
GM-4695,Greg Maxwell,Corporate,223,7,791.5,1,2,1,4,Lost
GP-14740,Guy Phonely,Corporate,2,25,10793.73,4,3,3,10,Champions
GP-4740,Guy Phonely,Corporate,152,8,4610.1,1,2,2,5,Lost
GR-14560,Georgia Rosenberg,Corporate,50,24,8895.06,2,3,3,8,At Risk
GR-4560,Georgia Rosenberg,Corporate,154,6,4955.53,1,1,2,4,Lost
GT-14635,Grant Thornton,Corporate,57,20,19080.35,2,3,4,9,At Risk
GT-14710,Greg Tran,Consumer,9,30,34471.89,4,4,4,12,Champions
GT-14755,Guy Thornton,Consumer,35,23,5601.71,3,3,2,8,Loyal Customers
GT-4635,Grant Thornton,Corporate,10,7,1145.01,4,2,1,7,Potential Loyalists
GT-4710,Greg Tran,Consumer,56,4,1079.06,2,1,1,4,Hibernating
GT-4755,Guy Thornton,Consumer,1,8,3457.58,4,2,2,8,Potential Loyalists
GW-14605,Giulietta Weimer,Consumer,19,25,16239.49,3,3,4,10,Loyal Customers
GW-4605,Giulietta Weimer,Consumer,15,8,1830.79,4,2,2,8,Potential Loyalists
GZ-14470,Gary Zandusky,Consumer,8,35,20869.7,4,4,4,12,Champions
GZ-14545,George Zrebassa,Corporate,77,24,11593.73,2,3,3,8,At Risk
GZ-4470,Gary Zandusky,Consumer,148,8,3835.63,1,2,2,5,Lost
GZ-4545,George Zrebassa,Corporate,31,6,3698.39,3,1,2,6,Potential Loyalists
HA-14905,Helen Abelman,Consumer,70,24,15826.81,2,3,4,9,At Risk
HA-14920,Helen Andreada,Consumer,21,25,9740.4,3,3,3,9,Loyal Customers
HA-4905,Helen Abelman,Consumer,14,4,1106.6,4,1,1,6,Potential Loyalists
HA-4920,Helen Andreada,Consumer,91,6,670.67,2,1,1,4,Hibernating
HD-14785,Harold Dahlen,Home Office,43,29,16749.14,2,4,4,10,At Risk
HD-4785,Harold Dahlen,Home Office,107,7,3325.61,1,2,2,5,Lost
HE-14800,Harold Engle,Corporate,7,27,9902.5,4,4,3,11,Champions
HE-4800,Harold Engle,Corporate,37,8,1091.32,2,2,1,5,Hibernating
HF-14995,Herbert Flentye,Consumer,15,28,9712.87,4,4,3,11,Champions
HF-4995,Herbert Flentye,Consumer,391,8,2099.97,1,2,2,5,Lost
HG-14845,Harry Greene,Consumer,13,30,21228.55,4,4,4,12,Champions
HG-14965,Henry Goldwyn,Corporate,24,34,16810.69,3,4,4,11,Loyal Customers
HG-15025,Hunter Glantz,Consumer,7,29,14737.81,4,4,4,12,Champions
HG-4845,Harry Greene,Consumer,142,9,2987.9,1,2,2,5,Lost
HG-4965,Henry Goldwyn,Corporate,100,5,354.59,2,1,1,4,Hibernating
HG-5025,Hunter Glantz,Consumer,24,7,1476.61,3,2,1,6,Potential Loyalists
HH-15010,Hilary Holden,Corporate,55,24,13731.74,2,3,4,9,At Risk
HH-5010,Hilary Holden,Corporate,197,3,1497.57,1,1,1,3,Lost
HJ-14875,Heather Jas,Home Office,6,32,14312.8,4,4,4,12,Champions
HJ-4875,Heather Jas,Home Office,311,6,1121.22,1,1,1,3,Lost
HK-14890,Heather Kirkland,Corporate,44,27,13886.44,2,4,4,10,At Risk
HK-4890,Heather Kirkland,Corporate,57,6,1656.97,2,1,1,4,Hibernating
HL-15040,Hunter Lopez,Consumer,31,20,29664.23,3,3,4,10,Loyal Customers
HL-5040,Hunter Lopez,Consumer,189,4,579.34,1,1,1,3,Lost
HM-14860,Harry Marie,Corporate,2,37,27434.17,4,4,4,12,Champions
HM-14980,Henry MacAllister,Consumer,26,29,12718.79,3,4,3,10,Loyal Customers
HM-4860,Harry Marie,Corporate,35,4,1042.77,3,1,1,5,Potential Loyalists
